url_path,views_total,views_unique
/yinlinchen/Intro-to-Serverless,2,2
/yinlinchen/Intro-to-Serverless/tree/master/example1,2,1
/yinlinchen/Intro-to-Serverless/commit/67631d65aba9952db7b10b38795a57f9bfead83b,1,1
/yinlinchen/Intro-to-Serverless/commits/master,1,1
